,handle,created_at,tweet_text
2640,RepMcCaul,2022-12-06T21:13:37.000Z,"More than 75,000 young Americans have been killed by synthetic drugs like fentanyl flowing across our border.
 
Mr. President, what could possibly be ""more important"" than securing our border and saving American lives?
https://t.co/ChubtY9tty"
2641,RepMcCaul,2022-12-06T18:30:00.000Z,"Inflation is taking a toll on Texans just trying to provide for their families. 

President Biden said this week that his ""economic plan is working."" Everyday Americans know better.
https://t.co/qw6Q6yylrs"
2642,RepMcCaul,2022-12-06T15:28:35.000Z,"Looking forward to working with my fellow Texans to get this country back on track!
https://t.co/mpnAnmeD0k"
2643,RepMcCaul,2022-12-05T21:00:01.000Z,"It’s Christmastime in Texas!
https://t.co/5vRTVJwBuZ"
2644,RepMcCaul,2022-12-05T17:21:44.000Z,The Biden administration continues to set all the wrong records at our southern border. https://t.co/ZlyqI8UotM
2645,RepMcCaul,2022-12-04T22:07:19.000Z,"Linda and I had a great night celebrating this year’s Kennedy Center honorees! 🎶👏🏼

Especially proud of our friend Bono and the work we’ve done together to combat AIDS and global malnutrition. https://t.co/Mk7LRmbr48"
2646,RepMcCaul,2022-12-02T20:10:00.000Z,"With energy costs skyrocketing, more than 1/3 of Americans are sacrificing basic needs like food and medicine to heat their homes.
 
It doesn't have to be this way. President Biden must unleash American energy!
https://t.co/p9hgdnnltc https://t.co/U4eeCmUf7E"
2647,RepMcCaul,2022-12-02T16:13:12.000Z,"RT @SteveScalise: Great planning meeting today with many future Committee Chairs for the new Republican House Majority.

The Agenda:
- Unle…"
2648,RepMcCaul,2022-12-02T14:37:22.000Z,Hate speech and anti-semitism have no place in civilized society. I stand with the Jewish community and reject antisemitism in all its forms.
2649,RepMcCaul,2022-12-02T13:27:09.000Z,Having my beautiful wife Linda join me at last night’s State Dinner made the evening even more special. It’s always good to have my better half in DC! https://t.co/2Q3PRvqyYF
2650,RepLisaMcClain,2022-12-06T19:21:25.000Z,"Instead of lifting vax mandates and keeping the best and brightest, the Navy is lowering its standards.

https://t.co/OivoTAE1AR"
2651,RepLisaMcClain,2022-12-06T15:33:04.000Z,"Students deserve transparency in the cost of their education.

That is why I introduced the College Cost Protection and Student Transparency Act, because no college student should ever pay for a bill they don't know exists.

https://t.co/7FMDaDL1c7"
2652,RepLisaMcClain,2022-12-05T21:01:00.000Z,The #CCP must be stopped. https://t.co/8bqRueVajI
2653,RepLisaMcClain,2022-12-05T18:53:39.000Z,The government has no right to FORCE speech that goes against your religious freedom.
2654,RepLisaMcClain,2022-12-05T15:53:03.000Z,The St. Clair Post Office officially has its plaque renaming the building after Marine Corporal Jeffrey Robert Standfest. I am proud to have led legislation to honor this hero so that our community will always remember the great legacy Cpl. Standfest left behind. 🇺🇸 https://t.co/cLNR5H0sgn
2655,RepLisaMcClain,2022-12-05T01:18:00.000Z,Bidenomics- (noun) a fiscal theory that causes an unending increase in inflation and the cost of living due to a poor understanding of economics.
2656,RepLisaMcClain,2022-12-04T15:37:00.000Z,"“But from everlasting to everlasting the Lord’s love is with those who fear Him, and His righteousness with their children’s children – with those who keep His covenant and remember to obey His precepts.” - Psalm 103:17-18"
2657,RepLisaMcClain,2022-12-04T00:19:00.000Z,Good governments defend freedom. #StopTheCCP
2658,RepLisaMcClain,2022-12-03T14:55:00.000Z,Good luck to the #USMNT as they take on the Netherlands today!
2659,RepLisaMcClain,2022-12-03T00:08:37.000Z,"@elonmusk releasing information on Hunter Biden is just the start. House Republicans take the gavel for oversight on January 3rd. 

Buckle up."
2660,RepMcClintock,2022-12-02T17:58:36.000Z,"Whether in 60 seconds or 60 hours, it’s impossible to do justice to the heroism, patriotism and service that defines the life of Bud Anderson. God bless you, General Anderson. Congratulations on your honorary promotion to brigadier general. Thank you from a grateful nation. 🇺🇸 https://t.co/idgKqc6irs"
2661,RepMcClintock,2022-12-01T22:29:19.000Z,Federal grant spending is completely out of control &amp; it has to stop. Reckless spending is destroying our prosperity &amp; is driving the worst inflation in 40 years. It's time we spend taxpayers’ money as carefully as they spend what they have left after we’ve taxed them into debt. https://t.co/vrCm2wnLmy
2662,RepMcClintock,2022-11-29T15:53:23.000Z,Earmarks encourage corruption because they blur the line between the power to appropriate and the power to spend. They undermine federalism by turning the federal budget into a grab bag for local pork projects. It’s beyond time to end earmarks! https://t.co/p83iybu8Ft
2663,RepMcClintock,2022-11-23T18:04:21.000Z,"Madison, the father of the Constitution said that when you combine the powers of the legislative, the executive, and the judiciary in the same hands you have a formula for tyranny. That is what this modern executive power is starting to create. 

Interview on @FoxBusiness: https://t.co/vnYOcQUrQd"
2664,RepMcClintock,2022-11-22T21:06:00.000Z,RT @Protectaxpayers: Today @tpapres sent a letter to the @HouseGOP in support of @RepMcClintock’s conference amendment to ban earmarks in t…
2665,RepMcClintock,2022-11-22T20:56:52.000Z,RT @FreedomWorks: 💪 A good place to start would be to renounce congressional earmarks! (@HouseGOP will consider when Congress returns after…
2666,RepMcClintock,2022-11-22T15:17:16.000Z,"The new Republican majority needs to make a dramatic, concrete and credible statement that business as usual in Washington is over. Is there a more powerful statement than to swear off the wasteful and corrupting practice of congressional earmarking?https://t.co/OLrs7sd6UK"
2667,RepMcClintock,2022-11-18T18:54:44.000Z,"RT @club4growth: Club for Growth supports @RepMcClintock’s proposal to ban #earmarks in the 118th Congress. 

Earmarks are the currency of…"
2668,RepMcClintock,2022-11-18T17:15:17.000Z,RT @FreedomWorks: ⚠️ The @HouseGOP must support @RepMcclintock’s effort to END congressional earmarks. #ampFW @RepublicanStudy @FreedomCauc…
2669,RepMcClintock,2022-11-17T18:45:16.000Z,"Republicans must renounce the tawdry, corrupt, and irresponsible practice of congressional earmarks: in which individual members direct spending to pet projects in their districts or grants to favored supporters, bypassing merit-driven competition. https://t.co/9wxRFd3NNb"
2700,PatrickMcHenry,2022-12-06T20:42:09.000Z,"The border crisis has only gotten worse since Biden became President. Yet, when asked if he would make a visit to the border, the President said “there were more important things going on.” What is more important than the safety of the American people?https://t.co/S0v4I2KPsQ"
2701,PatrickMcHenry,2022-12-06T15:46:11.000Z,RT @FinancialCmte: The Biden Administration's oil price cap scheme is a weak solution that allows Putin to continue funding his war in Ukra…
2702,PatrickMcHenry,2022-12-03T16:00:01.000Z,"I am inviting all #YadkinCounty constituents that need help with a federal agency to attend my office hours on Monday, December 5th, where staff will be available to assist you. Learn more about tomorrow’s office hours in Yadkinville here ➡️ https://t.co/wB06M8ozZH"
2703,PatrickMcHenry,2022-12-02T16:47:23.000Z,"On Tuesday, #NC helped bring the spirit of Christmas to DC with a #NC tree selected to be this year’s U.S. Capitol Christmas Tree. #NC10 also played an important role with a local business in Siloam responsible for safely driving the tree to DC. https://t.co/BvkbxCRBMh"
2704,PatrickMcHenry,2022-12-02T15:03:54.000Z,"As you said, @SBF_FTX,  you have a duty to “try to do what’s right” and to “help customers out here.” If this is a true statement, testify before the House Financial Services Committee on 12/13. Staff is ready to work with you to make this happen."
2705,PatrickMcHenry,2022-11-28T14:21:54.000Z,"#ICYMI: Last week I joined @PeteKaliner to discuss the collapse of FTX, how Congress and the @FinancialCmte is responding, &amp; the need to get the answers Americans and FTX’s customers deserve. https://t.co/KXKo5OL7nA"
2706,PatrickMcHenry,2022-11-26T15:16:00.000Z,"Today for #SmallBusinessSaturday, please join me in supporting small businesses right here in #NC10. Let us show our appreciation by shopping small and thanking these job creators for everything they do in our communities. https://t.co/FBCno1fAXp"
2707,PatrickMcHenry,2022-11-24T19:00:00.000Z,"Happy Thanksgiving! As we enjoy this holiday with friends and family, we are reminded of how much we have to be thankful for here in #NC10 and as Americans. May God bless this great country. https://t.co/oEMRoNgbtr"
2708,PatrickMcHenry,2022-11-23T16:14:00.000Z,"Everyone, from #NC farmers to families coming together to give thanks, are feeling the impact of skyrocketing inflation. Thanks to the Democrats’ reckless spending, Americans will be experiencing the most expensive Thanksgiving ever. https://t.co/YOsBkhqykf"
2709,PatrickMcHenry,2022-11-22T15:22:00.000Z,"In October, there were 230,678 illegal immigrant encounters at the southern border, according to a recent CBP report. A shocking 334% increase from the average October encounters under President Trump. We need a return to common sense policies that keep our borders secure. https://t.co/PKiBzNXr4U"
2710,RepMcKinley,2022-11-22T13:48:06.000Z,"Hard to believe it’s been 59 years ago today that JFK was assassinated… then in the years that followed, we tragically lost Bobby and MLK….but the greatness and faith in our government got us through those tumultuous years…let’s hope that chemistry is still within us."
2711,RepMcKinley,2022-10-26T23:58:23.000Z,"Mary and I attended tonight’s Strings Concert performed by Wheeling Park High School….including our granddaughter, Annie.  We are so proud that our county has this spectacular venue.  The performance was outstanding.  Thank you, Park…. https://t.co/Oh5jENOQVD"
2712,RepMcKinley,2022-10-25T19:35:46.000Z,"Good for Coach Cal for sharing this photo. While this was in KY, it could have been anywhere in coal country. Reminds me of the photo of a miner with his daughter that's hung in my office for 12 years. Miners work hard. Take care of their families. Care about their communities. https://t.co/VkLxbXrh3r"
2713,RepMcKinley,2022-10-14T13:39:17.000Z,"The reaction of the crowd last night at Mountaineer Field to former coach Bill Stewart’s appearance on the Jumbotron was electrifying and definitely added to the roar of the crowd….just when the team needed them.  Thanks, Bill… you helped again"
2714,RepMcKinley,2022-09-26T14:53:29.000Z,It was great to be in Morgantown Saturday for the opening of @WVUMedicine new Children's Hospital. The new facility is amazing and will give kids and moms access to exceptional care. Appreciate the vision and leadership of all who made this a reality. https://t.co/13VlNsNfIi
2715,RepMcKinley,2022-09-02T20:06:34.000Z,I was proud to introduce and work to pass the bill to recognize Judge Stamp in this way. Thanks to all his colleagues and friends who joined us today.
2716,RepMcKinley,2022-09-02T20:06:33.000Z,"It was great to participate in ceremony this afternoon dedicating the Wheeling federal building and courthouse in honor of my friend, Judge Fred Stamp. Judge Stamp devoted his life to service and this is a fitting recognition. https://t.co/OIOGfltxJH"
2717,RepMcKinley,2022-09-02T14:00:55.000Z,"While the outcome wasn't what we hoped for, it was great to renew the rivalry last night with P***. On to Kansas. Let's go.... #BackyardBrawl #WVU https://t.co/XEWEe6xAyz"
2718,RepMcKinley,2022-08-24T19:18:38.000Z,Good meetings this morning w/ @SenCapito &amp; @NTIAgov at Oglebay. We discussed importance of broadband connectivity with state and local officials and private sector. Access to reliable high speed internet is vital for economic development and to improve quality of life. https://t.co/Om59aQF8P6
2719,RepMcKinley,2022-08-21T15:37:00.000Z,"Fentanyl is poisoning our communities and destroying lives. Over the last month alone, fentanyl seizures increased by over 200%. It's time we secure the border and stop this poison from entering our country.

#NationalFentanylAwarenessAndPreventionDay

https://t.co/zLl1GB1RUb"
2740,RepMeijer,2022-12-07T02:48:53.000Z,"RT @Afghan_American: “America’s veterans are doing our part. We’ve been waiting for the last 15 months for Congress to do theirs.” 

Import…"
2741,RepMeijer,2022-12-06T17:39:32.000Z,@noonanjo This is great content.
